id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,popularity2,rating,totalVotes,sequel,release_year,release_month,release_day,release_dayofweek,num_of_keywords,all_keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,num_of_languages,all_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,Science Fiction,Mystery,Foreign,Fantasy,War,Western,History,TV Movie
2541,,103000,['Drama'],,tt2299842,ko,피에타,A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.,5.194433,/xiEiDVYG9J6mF9tHzgmq0760Dyq.jpg,"['Good Film Company', 'Finecut']",['South Korea'],9/5/2012,104.0,['한국어/조선말'],Released,,Pieta,[],"['Jo Min-soo', 'Lee Jung-Jin', 'Woo Ki-Hong']",['Kim Ki-duk'],3623330,3.9610000000000003,7.1,131.0,0,2012,9,5,2,0,,0,0,0,0,0,0,0,0,0,0,1,한국어/조선말,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,,35000000,['Comedy'],http://www.thisis40movie.com/,tt1758830,en,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",11.418802000000001,/5zscVRjG4f6wcF7zidVqGO7hwjg.jpg,['Apatow Productions'],['United States of America'],12/20/2012,134.0,['English'],Released,The sort-of sequel to 'Knocked Up',This Is 40,"['wife husband relationship', 'children', 'family relationships', 'duringcreditsstinger']","['Paul Rudd', 'Leslie Mann', 'Jason Segel']",['Judd Apatow'],88058786,9.286,5.7,1220.0,0,2012,12,20,3,4,children duringcreditsstinger family relationships wife husband relationship,0,0,1,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,,3500000,"['Comedy', 'Drama']",http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/,tt0842926,en,The Kids Are All Right,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",5.899155,/fB8DRRd1aw3bug7toO9IRAmCp0d.jpg,"['Mandalay Vision', '10th Hole Productions', 'Focus Features', 'Gilbert Films', 'Saint Aire Production', 'Artist International', 'Antidote Films (I)', 'Artist International Management']",['United States of America'],7/9/2010,106.0,['English'],Released,"Nic and Jules had the perfect family, until they met the man who made it all possible.",The Kids Are All Right,"['lesbian relationship', 'lesbian', 'dinner', 'motorcycle', 'argument', 'biological father', 'artificial insemination', 'control freak', 'vegetable garden', 'woman director', 'lgbt family']","['Julianne Moore', 'Annette Bening', 'Mark Ruffalo']",['Lisa Cholodenko'],34705850,9.824,6.6,805.0,0,2010,7,9,4,11,argument artificial insemination biological father control freak dinner lesbian lesbian relationship lgbt family motorcycle vegetable garden woman director,1,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,,0,"['Mystery', 'Thriller']",,tt0094933,en,D.O.A.,"Dexter Cornell, an English Professor becomes embroiled in a series of murders involving people around him. Dexter has good reason to want to find the murderer but hasn't much time. He finds help and comfort from one of his student, Sydney Fuller.",2.793619,/iOta9HYJnfLzSECbTeliwFXsBNT.jpg,"['Bigelow Productions', 'Touchstone Pictures']",['United States of America'],3/18/1988,96.0,['English'],Released,"Someone poisoned Dexter Cornell. He's got to find out who. He's got to find out why. He's got to find out now. In 24 hours, he'll be Dead On Arrival.",D.O.A.,"['toxication', 'professor for literature', 'race against time', 'culprit', 'suspense', 'student', 'relationship', 'woman director']","['Dennis Quaid', 'Meg Ryan', 'Charlotte Rampling']","['Annabel Jankel', 'Rocky Morton']",12706478,6.51,6.2,62.0,0,1988,3,18,4,8,culprit professor for literature race against time relationship student suspense toxication woman director,1,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2545,,50000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",,tt0264395,en,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,14.327717000000002,/9Q2SBtfA3pceh5rjB8CfQImY78H.jpg,"['Intermedia Films', 'Krane Entertainment']",['United States of America'],4/18/2003,98.0,['English'],Released,Deception is their most deadly weapon.,Basic,"['drug addiction', 'military court', 'panama', 'military service', 'court', 'ranger', 'supreme court', 'lager', 'military crime']","['John Travolta', 'Connie Nielsen', 'Samuel L. Jackson']",['John McTiernan'],42792561,7.922000000000001,6.5,469.0,0,2003,4,18,4,9,court drug addiction lager military court military crime military service panama ranger supreme court,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2546,,45000000,"['Crime', 'Drama', 'Thriller']",http://www.patriotsdayfilm.com/,tt4572514,en,Patriots Day,"An account of Boston Police Commissioner Ed Davis's actions in the events leading up to the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists behind it.",14.547939000000001,/mIDxsJTrOC7NhgOo3GziiHyKfsQ.jpg,"['CBS Films', 'Closest to the Hole Productions', 'Leverage Entertainment', 'Bluegrass Films', 'TIK Films', 'Hutch Parker Entertainment']","['Hong Kong', 'United States of America']",12/12/2016,133.0,"['العربية', 'English', '普通话']",Released,The inside story of the world's greatest manhunt.,Patriots Day,"['boston', 'massachusetts', 'police chief', 'terrorism', 'manhunt', 'boston marathon']","['Mark Wahlberg', 'John Goodman', 'J.K. Simmons']",['Peter Berg'],50548152,15.019,6.9,1220.0,0,2016,12,12,0,6,boston boston marathon manhunt massachusetts police chief terrorism,0,0,0,0,0,0,0,0,0,0,3,English العربية 普通话,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2547,"[{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}]",18000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,tt0088170,en,Star Trek III: The Search for Spock,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,6.197298,/b9ZaPiD6AaZR7CgQP5P4Kg893QL.jpg,['Paramount Pictures'],['United States of America'],5/31/1984,105.0,"['English', 'Pусский']",Released,A dying planet. A fight for life.,Star Trek III: The Search for Spock,[],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",['Leonard Nimoy'],87000000,6.7620000000000005,6.6,619.0,1,1984,5,31,3,0,,0,0,0,0,0,0,0,0,0,0,2,English Pусский,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2548,,150000000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",http://iamlegend.warnerbros.com/,tt0480249,en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",11.379355,/6OA0I8hhW9zftWoCYxJAzXW9UIN.jpg,"['Village Roadshow Pictures', 'Original Film', 'Weed Road Pictures', 'Warner Bros.', 'Heyday Films', 'Overbrook Entertainment']",['United States of America'],12/14/2007,101.0,['English'],Released,The last man on Earth is not alone,I Am Legend,"['saving the world', 'lost civilisation', 'post-apocalyptic', 'dystopia', 'matter of life and death', 'alone', 'helplessness', 'virus', 'pandemic']","['Will Smith', 'Alice Braga', 'Charlie Tahan']",['Francis Lawrence'],585349010,17.703,7.1,8314.0,0,2007,12,14,4,9,alone dystopia helplessness lost civilisation matter of life and death pandemic post-apocalyptic saving the world virus,0,0,0,0,0,0,0,0,0,1,1,English,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2549,"[{'id': 10456, 'name': 'Dirty Harry Collection', 'poster_path': '/bS1ioomHh2emKAZ6vWn17UZnhDx.jpg', 'backdrop_path': '/nlpixhOhb3JmFqVXKjCwpYFpldf.jpg'}]",0,"['Action', 'Crime', 'Thriller']",,tt0070355,en,Magnum Force,"""Dirty"" Harry Calahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",10.226181,/3gqV4jpKNFqxUWug3BRD6yUzSL1.jpg,['Warner Bros.'],['United States of America'],12/23/1973,124.0,"['English', 'Español']",Released,A man's got to know his limitations.,Magnum Force,"['arbitrary law', 'covered investigation', 'uniform', 'investigation', 'inspector', 'vigilante', 'bad cop']","['Clint Eastwood', 'Hal Holbrook', 'Mitchell Ryan']",['Ted Post'],39768000,13.228,7.1,392.0,1,1973,12,23,6,7,arbitrary law bad cop covered investigation inspector investigation uniform vigilante,0,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2550,,0,['Drama'],,tt0370986,en,Mysterious Skin,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",7.1039509999999995,/wynnf6LT4ueuCuREPRMtHGQIk5T.jpg,"['TLA Releasing', 'Desperate Pictures', 'Fortissimo Films', 'Antidote Films']","['United States of America', 'Netherlands']",5/20/2004,105.0,['English'],Released,Two boys. One can't remember. The other can't forget.,Mysterious Skin,"['child abuse', 'amnesia', 'trainer', 'hustler', 'homosexuality', 'independent film', 'childhood sexual abuse']","['Joseph Gordon-Levitt', 'Brady Corbet', 'Michelle Trachtenberg']",['Gregg Araki'],1524966,8.142000000000001,7.5,429.0,0,2004,5,20,3,7,amnesia child abuse childhood sexual abuse homosexuality hustler independent film trainer,0,1,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,,0,"['Drama', 'Music']",,tt2473602,en,Get on Up,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,7.92736,/n1jw04rLk8YRVEJ9D6gQWIiDtfi.jpg,"['Universal Studios', 'Imagine Films Entertainment', 'Jagged Films']",['United States of America'],8/1/2014,139.0,['English'],Released,The Funk Don't Quit,Get on Up,"['biography', 'james brown']","['Chadwick Boseman', 'Nelsan Ellis', 'Dan Aykroyd']",['Tate Taylor'],31911598,6.785,6.7,242.0,0,2014,8,1,4,2,biography james brown,0,0,0,0,0,0,0,1,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2552,,30000000,"['Drama', 'Thriller']",,tt0221218,en,The Glass House,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.",6.418936,/pZNdq3a49iJibUIExhe3TXqHoDu.jpg,['Original Film'],['United States of America'],9/14/2001,106.0,"['Español', 'English']",Released,The glass is about to be shattered...,The Glass House,"['california', 'brother sister relationship', 'loss of parents', 'suspense', 'psychological thriller', 'orphan', 'car accident']","['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsg√•rd']",['Daniel Sackheim'],23619609,7.981,5.6,348.0,0,2001,9,14,4,7,brother sister relationship california car accident loss of parents orphan psychological thriller suspense,0,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,,80000000,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",http://www.warnerbros.com/archive/spacejam/movie/jam.htm,tt0117705,en,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",11.054250999999999,/bJhVLribUKCrKv1h1WFqv4QmRWM.jpg,"['Warner Bros. Family Entertainment', 'Northern Lights Entertainment', 'Courtside Seats Productions']",['United States of America'],11/15/1996,88.0,['English'],Released,Get ready to jam.,Space Jam,"['sport', 'basketball', 'doctor', 'basketball team', 'basketball game', 'referee', 'basketball court', 'tweety bird', 'speedy gonzales', 'cartoon chicken', 'sylvester the cat', 'cartoon reality crossover', 'basketball hoop', 'cartoon skunk']","['Michael Jordan', 'Wayne Knight', 'Billy West']",['Joe Pytka'],250200000,10.609000000000002,6.7,2518.0,0,1996,11,15,4,14,basketball basketball court basketball game basketball hoop basketball team cartoon chicken cartoon reality crossover cartoon skunk doctor referee speedy gonzales sport sylvester the cat tweety bird,0,0,0,0,0,0,1,0,0,0,1,English,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2554,,13000000,"['Comedy', 'Thriller', 'Mystery']",,tt0104376,en,The Gun in Betty Lou's Handbag,"Betty Lou is a librarian in a very small town. Her husband is a police detective who takes her for granted. Betty Lou is the ultimate mouse. After a gangland figure is mysteriously murdered in town, Betty Lou finds the murder weapon, but can't get anyone's attention to tell them (we're talking very mousey, here). Finally in a fit of frustration she fires the gun in a restroom and when taken to the police station insists she is the murderer. It has the desired effect, people do pay attention to her. With hints at social graces from the hookers in her cell block, she's on her way.",1.386549,/6i49dt0mQM2piyTjLFQzxJkOF51.jpg,"['Touchstone Pictures', 'Interscope Communications', 'Nomura Babcock & Brown', 'In The Bag Productions']",['United States of America'],8/21/1992,89.0,['English'],Released,She was a nobody until someone found...,The Gun in Betty Lou's Handbag,"['murder', 'librarian']","['Penelope Ann Miller', 'Eric Thal', 'Alfre Woodard']",['Allan Moyle'],3721911,2.186,5.1,11.0,0,1992,8,21,4,2,librarian murder,0,0,0,1,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2555,,0,"['Crime', 'Drama']",,tt0039739,fr,Quai des Orfèvres,"Jenny Lamour (Delair) wants to succeed in the theatre. Her husband and accompanist is Maurice Martineau (Blier), a mild-mannered but jealous man. When he finds out that Jenny has been making eyes at Brignon, a lecherous old businessman, in order to further her career, he loses his temper and threatens Brignon with death. Despite this, Jenny goes to a secret rendezvous at Brignon's apartment, who is murdered the same evening. The criminal investigations are led by Inspector Antoine (Jouvet).",4.72304,/zNAcAOV1v4Iz6VGcfemsa7VyOyx.jpg,['Majestic Films'],['France'],10/3/1947,106.0,['Français'],Released,,Quai des Orfèvres,"['business man', 'investigation', 'music', 'police', 'suspense', 'singer', 'french noir', 'film noir']","['Louis Jouvet', 'Simone Renant', 'Bernard Blier']",['Henri-Georges Clouzot'],152961,2.41,7.6,33.0,0,1947,10,3,4,8,business man film noir french noir investigation music police singer suspense,0,0,0,0,0,0,0,0,0,0,1,Français,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2556,,0,"['Drama', 'Romance']",,tt0291928,en,G,"A young Hip Hop star named Summer G falls for a middle to upper class sister while in college. After she rejects him for a fellow social climber, Summer G spends ten years building a Hip Hop empire, then moves to the Hamptons where he finds the object of his affections.",0.884526,/czh2JpMJY4Y2kzSi3Zd2x6lp6Xs.jpg,['Andrew Lauren Productions (ALP)'],['United States of America'],5/10/2002,96.0,['English'],Released,,G,"['new york', 'hip-hop', 'long island', 'african american', 'modern day adaptation']","['Richard T. Jones', 'Blair Underwood', 'Chenoa Maxwell']",['Christopher Scott Cherot'],3020784,0.0,0.0,0.0,0,2002,5,10,4,5,african american hip-hop long island modern day adaptation new york,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,,0,"['Documentary', 'Drama', 'Music', 'Romance']",,tt0094743,en,Big Time,"Bringing his unique sense of humor to this bizarre and original piece of moviemaking, Tom Waits takes the audience through a musical journey with his jazzy, quirky, bluesy tunes presented as you would never, ever, ever expect.",1e-06,/bhq6dvbwPbebHT6xd8g7gie7spe.jpg,[],['United States of America'],9/15/1988,87.0,['English'],Released,"The concert was ""the best live performance of the year."" The movie is BIG TIME.",Big Time,['independent film'],['Tom Waits'],['Chris Blum'],148426,0.0,0.0,0.0,0,1988,9,15,3,1,independent film,0,1,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2558,,4500000,"['Crime', 'Drama', 'Romance', 'Thriller']",,tt0115736,en,Bound,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",12.449574,/xfITNjW2sunPiB7BNotJJsCxhdA.jpg,"['Dino De Laurentiis Company', 'Spelling Films']",['United States of America'],9/13/1996,108.0,['English'],Released,"In their world, you can't buy freedom, but you can steal it.",Bound,"['prison', ""women's prison"", 'suspense', 'mafia', 'lesbian', 'gangster', 'ex-con', 'woman director']","['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano']","['Lana Wachowski', 'Lilly Wachowski']",7011317,7.426,7.0,320.0,0,1996,9,13,4,8,ex-con gangster lesbian mafia prison suspense woman director women's prison,1,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2559,,30000000,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",,tt0472033,en,9,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",18.502876999999998,/iGMOQt6R88ZuJRtlfpqWRa5268h.jpg,"['Focus Films', 'Starz Animation', 'Relativity Media', 'Tim Burton Productions', 'Arc Productions']",['United States of America'],8/19/2009,79.0,['English'],Released,When our world ended their mission began.,9,"['man vs machine', 'hope', 'post-apocalyptic', 'dystopia', 'friendship', 'war', 'steampunk', 'coward', 'end of world', 'rag doll']","['Christopher Plummer', 'Martin Landau', 'John C. Reilly']",['Shane Acker'],48428063,11.879000000000001,6.7,1858.0,0,2009,8,19,2,10,coward dystopia end of world friendship hope man vs machine post-apocalyptic rag doll steampunk war,0,0,0,0,0,0,0,0,0,1,1,English,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2560,"[{'id': 3106, 'name': 'World of Watches Collection', 'poster_path': '/5k6kkMpPCDqelJ2X1RABHCbstE6.jpg', 'backdrop_path': '/nYLhKt0AdNr9IYT2K7p0U3HDY8k.jpg'}]",4200000,"['Fantasy', 'Horror']",http://www.foxsearchlight.com/daywatch/,tt0409904,ru,Дневной дозор,"A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",7.42908,/9TBOWJUa4igq9FkDWhZRK72K4vQ.jpg,"['Bazelevs Production', 'Channel One Russia', 'TABBAK']",['Russia'],1/1/2006,132.0,['Pусский'],Released,The second chapter in the epic fantasy trilogy,Day Watch,"['vampire', 'light', 'darkness', 'battle for power', 'market', 'moscow']","['Konstantin Khabenskiy', 'Mariya Poroshina', 'Vladimir Menshov']",['Timur Bekmambetov'],38862717,8.785,6.2,252.0,1,2006,1,1,6,6,battle for power darkness light market moscow vampire,0,0,0,0,0,0,0,0,0,0,1,Pусский,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2561,,0,"['Comedy', 'Romance']",,tt0098308,en,She's Out of Control,A Los Angeles radio-station manager's girlfriend shows his teenage daughter how to be sexy.,1.685918,/wGB8KWwGN7RLCkKpvFe9UMSpVdk.jpg,"['Columbia Pictures', 'Weintraub Entertainment Group']",['United States of America'],4/14/1989,97.0,['English'],Released,"Girls go wild, boys go crazy, and dads go nuts!",She's Out of Control,"['girlfriend', 'daughter', 'father', 'teenager']","['Tony Danza', 'Ami Dolenz', 'Catherine Hicks']",['Stan Dragoti'],12065892,3.6310000000000002,4.9,48.0,0,1989,4,14,4,4,daughter father girlfriend teenager,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,,25000000,"['Comedy', 'Drama', 'Romance']",,tt0272338,en,Punch-Drunk Love,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,6.7539690000000006,/k4pekJKEdaV2fv4S89A8GCV7u7Y.jpg,"['Columbia Pictures', 'New Line Cinema', 'Ghoulardi Film Company']",['United States of America'],10/25/2002,95.0,['English'],Released,,Punch-Drunk Love,"['shyness', 'brother sister relationship', 'business man']","['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman']",['Paul Thomas Anderson'],17000000,7.104,7.0,896.0,0,2002,10,25,4,3,brother sister relationship business man shyness,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,"[{'id': 137697, 'name': 'Finding Nemo Collection', 'poster_path': '/xwggrEugjcJDuabIWvK2CpmK91z.jpg', 'backdrop_path': '/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg'}]",200000000,"['Adventure', 'Animation', 'Comedy', 'Family']",http://movies.disney.com/finding-dory,tt2277860,en,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,14.477676999999998,/z09QAf8WbZncbitewNk6lKYMZsh.jpg,"['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative']",['United States of America'],6/16/2016,97.0,['English'],Released,An unforgettable journey she probably won't remember.,Finding Dory,"['fish', 'amnesia', 'sequel', 'animation', 'talking animal', 'anthropomorphism', 'underwater']","['Ellen DeGeneres', 'Albert Brooks', 'Hayden Rolence']","['Andrew Stanton', 'Angus MacLane']",1028570889,15.535,7.0,7349.0,1,2016,6,16,3,7,amnesia animation anthropomorphism fish sequel talking animal underwater,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2564,,7400000,"['Drama', 'Romance']",,tt0449999,hi,कभी अलविदा ना कहना,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",2.37252,/dkYQgRPuik4FGIUdGGVYGQJWrHa.jpg,"['Yash Raj Films', 'Dharma Productions']",['India'],8/11/2006,193.0,"['English', 'हिन्दी']",Released,A Love.... That Broke All Relationships,Kabhi Alvida Naa Kehna,"['adultery', 'extramarital affair']","['Shah Rukh Khan', 'Rani Mukerji', 'Preity Zinta']",['Karan Johar'],17000000,5.066,5.8,75.0,0,2006,8,11,4,2,adultery extramarital affair,0,0,0,0,0,0,0,0,0,0,2,English हिन्दी,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,,35000000,"['Comedy', 'Music']",http://www.walkhard-movie.com/,tt0841046,en,Walk Hard: The Dewey Cox Story,Singer Dewey Cox overcomes adversity to become a musical legend.,7.219935,/xq9Ro4UNCxSSGV40WUIAlNd4HaK.jpg,"['Columbia Pictures Corporation', 'Apatow Productions']",['United States of America'],12/21/2007,96.0,['English'],Released,Life made him tough. Love made him strong. Music made him hard.,Walk Hard: The Dewey Cox Story,"['music record', 'rock and roll', 'pop', 'hip-hop', 'fab four', 'blues', 'pop star', 'rapper', 'record producer', 'rock', 'music', 'music instrument', 'wedding', 'extramarital affair', 'aftercreditsstinger']","['John C. Reilly', 'Jenna Fischer', 'Tim Meadows']",['Jake Kasdan'],18317151,9.837,6.5,294.0,0,2007,12,21,4,15,aftercreditsstinger blues extramarital affair fab four hip-hop music music instrument music record pop pop star rapper record producer rock rock and roll wedding,0,0,0,0,0,0,0,0,1,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2566,,25000000,['Drama'],,tt0124718,en,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,13.06943,/63YZteyFAn0xVTPDTLtfs1mciHj.jpg,"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['United States of America'],5/1/1998,136.0,['English'],Released,"The father, the son and the holy game.",He Got Game,"['prison', 'father son relationship', 'homicide', 'begnadigung', 'release from prison', 'forgiveness', 'college', 'basketball', 'independent film']","['Denzel Washington', 'Ray Allen', 'Milla Jovovich']",['Spike Lee'],21567853,6.301,6.7,265.0,0,1998,5,1,4,9,basketball begnadigung college father son relationship forgiveness homicide independent film prison release from prison,0,1,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,,6000000,['Drama'],http://www.sonyclassics.com/thewackness/,tt1082886,en,The Wackness,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.",5.598338,/ut8kXvFz7OUa9rUzhg9281kNfQU.jpg,"['SBK Pictures', 'Occupant Entertainment']",['United States of America'],7/3/2008,99.0,['English'],Released,,The Wackness,"['coming of age', 'marijuana', 'summer']","['Ben Kingsley', 'Famke Janssen', 'Josh Peck']",['Jonathan Levine'],2899975,7.622000000000001,6.4,152.0,0,2008,7,3,3,3,coming of age marijuana summer,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,,11000000,"['Drama', 'Action']",,tt2424988,hi,Gabbar Is Back,A vigilante network taking out corrupt officials draws the notice of the authorities.,1.812728,/l798CIaRjYMcHtP5vbpQRJjtOcP.jpg,['Bhansali Films'],['India'],5/1/2015,128.0,['हिन्दी'],Released,,Gabbar Is Back,[],"['Akshay Kumar', 'Shruti Haasan', 'Suman']",['Krish (Radhakrishna Jagarlamudi)'],41000000,3.1660000000000004,7.0,49.0,0,2015,5,1,4,0,,0,0,0,0,0,0,0,0,0,0,1,हिन्दी,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
